No,Salary
36328,57520.17891693118
36329,87562.6512709695
36330,20203.693815461873
36331,8847.159546300983
36332,53971.51485975487
36333,38060.82398552615
36334,14524.330135347253
36335,41043.101287035905
36336,49132.578977581026
36337,101999.70715183666
36338,72146.34728594076
36339,77989.69265943591
36340,153037.4520614309
36341,18605.40903320892
36342,78203.47318040945
36343,6582.109867059505
36344,44020.38729508719
36345,105363.3180171082
36346,47618.84551883809
36347,134058.38747836012
36348,5081.514394224542
36349,25602.31970287584
36350,28844.727785473005
36351,77785.21482833476
36352,58714.98103760597
36353,68420.75335502943
36354,87062.24972240698
36355,12667.350982681299
36356,48006.8543747006
36357,78336.25669287611
36358,18913.285211187587
36359,113750.51183297984
36360,133243.29197084063
36361,50075.623302849686
36362,59069.077152935315
36363,8224.657241535628
36364,19063.15661713606
36365,65304.24455505795
36366,63881.57967580841
36367,98471.8300345787
36368,103554.59255216217
36369,101827.54183205255
36370,55335.748372471186
36371,38180.383717567085
36372,30215.762066578507
36373,58725.024171885794
36374,8136.37256375288
36375,71434.63745214621
36376,70403.62449160824
36377,77632.43284644415
36378,23724.65407125529
36379,36152.27774934946
36380,28917.16342974528
36381,76353.92704234598
36382,-6721.993663069915
36383,22632.010352293077
36384,17970.532756462748
36385,27534.589301584743
36386,105655.87067993522
36387,10494.493741073844
36388,90938.94933965881
36389,64607.11106872054
36390,30825.143719140793
36391,83376.63111442795
36392,46332.65620490069
36393,143780.54181555068
36394,35959.70206958196
36395,48419.02380151219
36396,84095.9394931488
36397,127765.29583587562
36398,59139.43940083834
36399,21393.875469239905
36400,79289.29632451855
36401,20585.276375111156
36402,9652.482047566673
36403,90935.10393564915
36404,25134.328652457232
36405,27031.757539422644
36406,93607.76183025926
36407,66565.01960879845
36408,142072.27994984048
36409,38611.724338811255
36410,92245.14294275969
36411,26295.845833064617
36412,32902.75534671867
36413,68604.78804415082
36414,15305.469946539883
36415,39096.36100852876
36416,62604.13833159843
36417,41056.385896525746
36418,32449.980110091157
36419,67098.51941206347
36420,16002.255877329299
36421,51826.318694691196
36422,4252.558974956673
36423,126520.82946795267
36424,80177.78522828966
36425,18717.151011787504
36426,82257.96201418835
36427,14297.291246920555
36428,17077.727152321077
36429,65014.19123889992
36430,97836.59487054784
36431,13387.63641133619
36432,18510.556697977812
36433,33095.281771683665
36434,108356.82424715567
36435,34882.840822494574
36436,89990.27198638475
36437,59464.898732980226
36438,92303.99854629411
36439,56179.17478886767
36440,47224.651791708835
36441,65087.20298953302
36442,98767.04230959856
36443,83996.1713147226
36444,48164.53917218476
36445,35731.3436816576
36446,21044.375755825095
36447,32422.552164581215
36448,91067.5194697952
36449,34545.61126501823
36450,30008.76488865345
36451,25973.816560523668
36452,97006.3883751019
36453,121909.35783365351
36454,122468.10456458393
36455,88073.49963637032
36456,65733.68262506803
36457,35062.54780837303
36458,85091.00409834132
36459,144114.01987153036
36460,113277.2584595653
36461,84674.840293285
36462,8162.794745214893
36463,77218.079913196
36464,3825.505919787588
36465,68530.6935405321
36466,31232.453568817018
36467,5019.8683047927725
36468,83015.1850823566
36469,85490.34604459156
36470,116556.09060790166
36471,87614.59508359853
36472,72692.42242801512
36473,27323.916103678624
36474,19051.03364581178
36475,93931.66406904133
36476,46268.60628869382
36477,53128.031189153124
36478,23966.7020277427
36479,118501.47606515748
36480,121615.12410096035
36481,81157.16259544628
36482,94454.73969560639
36483,83976.35768773219
36484,59901.665596071274
36485,39475.54338790052
36486,73622.1196740608
36487,54568.08998799495
36488,19603.444215087868
36489,77746.06762330793
36490,72970.60718172835
36491,13997.90997085305
36492,17169.325311176523
36493,21913.360141192512
36494,22476.741038342872
36495,118743.21084377273
36496,12835.342446243134
36497,75600.98556274355
36498,91990.73459804211
36499,87567.60105941193
36500,122356.89426054456
36501,84950.59589024777
36502,30947.06122062534
36503,77241.63549972189
36504,24546.60393378629
36505,47858.6052772066
36506,127905.92981748878
36507,28235.58884204579
36508,91217.1316392993
36509,126340.74204833424
36510,74762.71841391045
36511,95872.99117508042
36512,36461.36830157242
36513,44125.740636219176
36514,73774.1452761203
36515,24922.0539023913
36516,82401.9340263874
36517,164055.72099804963
36518,92036.2397205516
36519,67534.26596389659
36520,69484.39676020523
36521,125014.0804138342
36522,26725.437294519863
36523,70131.92557920904
36524,141530.35460474069
36525,98952.49356045532
36526,79483.21521248446
36527,73041.91693952146
36528,86768.60123463406
36529,64375.2154748
36530,51473.16786461843
36531,46984.39261686099
36532,100192.32841519121
36533,102731.55424191167
36534,5077.881925968424
36535,29526.78649868593
36536,15677.384459378045
36537,66565.15025055266
36538,81468.42360910361
36539,43935.271369675895
36540,24931.85257481034
36541,124671.27475967298
36542,107277.20695836791
36543,140453.51076272785
36544,87840.9327719613
36545,55933.70965279769
36546,58931.08510844582
36547,135519.82274698545
36548,112242.27899148969
36549,74439.07524872584
36550,97349.9592695629
36551,41599.1963261399
36552,84806.96609160166
36553,33824.34093884987
36554,6339.112728105119
36555,3645.977580884719
36556,23968.425177172783
36557,49129.323999723674
36558,94305.91818873685
36559,10874.440548969369
36560,30872.701682207393
36561,9762.47739613402
36562,119346.7656123105
36563,8484.878846135005
36564,55184.349587025485
36565,20243.767317632133
36566,17451.59226817251
36567,48132.723047775326
36568,22735.671933071004
36569,87804.30506986292
36570,30781.813981041123
36571,99325.1688362402
36572,151972.11310882392
36573,26592.386417237274
36574,96744.92654541999
36575,35253.190218693344
36576,85786.38618657055
36577,21554.630004675397
36578,70828.39480382763
36579,60016.94072100242
36580,129365.1110729149
36581,98738.80848566662
36582,32338.43940418261
36583,8626.027874205016
36584,29204.78003429935
36585,51775.065217760755
36586,50489.76213127438
36587,116013.65042726122
36588,102538.97951408621
36589,11368.499882219621
36590,45997.219707158285
36591,63443.17103717767
36592,92537.71911864876
36593,14085.99409426308
36594,93356.72354821919
36595,55646.330660330976
36596,15994.406420887202
36597,61357.12168910601
36598,102287.75158261636
36599,34851.46426739981
36600,3761.998484507722
36601,52377.24310857634
36602,80095.53200274403
36603,65273.22226468945
36604,72936.71934053487
36605,11313.699835011888
36606,27213.155657760082
36607,28518.197384281917
36608,115549.47803402985
36609,59904.043435131585
36610,119755.32857836952
36611,17282.275680643394
36612,134118.33394336185
36613,60351.66610364153
36614,4845.861578425018
36615,103278.42989690123
36616,21540.905074247785
36617,166124.85157834776
36618,85366.61192279322
36619,124844.99230712208
36620,64551.582513095804
36621,6454.818116469312
36622,17107.132005802567
36623,40261.19983700083
36624,53024.23247001438
36625,132874.93742147236
36626,29530.763137652466
36627,27340.0882683016
36628,47772.66919432344
36629,56036.18279859614
36630,80688.23165436677
36631,120615.24594973393
36632,75793.47991012828
36633,65081.05891310512
36634,64465.29624332491
36635,59676.02836570354
36636,58809.05814389241
36637,86890.4031872244
36638,13417.586556206164
36639,26949.920058393916
36640,122287.65442309334
36641,50572.399445195086
36642,94234.38655185587
36643,27111.7720576411
36644,47705.15270044528
36645,71918.21267960186
36646,29346.679308299634
36647,116472.47243889153
36648,46856.8520671162
36649,60550.951886844494
36650,19482.048863576543
36651,101605.18568849142
36652,13629.404747242035
36653,50693.81764059768
36654,24062.064521959473
36655,154837.713649165
36656,45901.167137802906
36657,17973.673616242766
36658,68085.97838807739
36659,17923.18565795658
36660,48115.503854785544
36661,27780.79303184469
36662,55935.502800823306
36663,51283.73624044451
36664,14272.348673424878
36665,131219.79373075042
36666,79705.09082696079
36667,154335.50174593006
36668,80650.87071090227
36669,155306.50367175037
36670,14952.299215534995
36671,6899.59532927715
36672,55310.538572345315
36673,51945.587818426975
36674,84427.25210816407
36675,36490.76562043308
36676,117238.16270786936
36677,51155.71861917622
36678,25961.09891138914
36679,7610.8970301089485
36680,7882.61753160136
36681,51851.14984817485
36682,11025.407662958225
36683,155487.08966376528
36684,33132.54431149552
36685,115027.73670424682
36686,14641.71132540409
36687,18053.52600653656
36688,73414.16529605829
36689,118953.13826441043
36690,114767.95209084272
36691,54843.57336855598
36692,89713.04598691543
36693,78166.99997679508
36694,30764.45570751879
36695,5279.02563502164
36696,77019.1804231496
36697,72797.63507923769
36698,21884.626072545456
36699,101365.79747043065
36700,129156.7049076015
36701,47908.07030137818
36702,65872.18857526411
36703,52464.1956970237
36704,14282.027754222689
36705,31860.820946995027
36706,15807.831741436064
36707,7201.2094010189685
36708,25585.249665871394
36709,22009.765575940768
36710,46846.92364249298
36711,52400.64564967097
36712,76118.87106778858
36713,46042.67202398998
36714,56541.92335139533
36715,75608.77488312552
36716,67702.14873805651
36717,12244.284263519101
36718,102980.98691299406
36719,65544.06559050467
36720,21446.77889915737
36721,97144.65822155152
36722,76994.78140241523
36723,16615.653705367145
36724,48479.91527674967
36725,25205.90549137668
36726,33378.437486829134
36727,98793.64412392005
36728,11485.705263739108
36729,58252.036938022815
36730,13158.354565743548
36731,79372.00496379382
36732,82225.88308534514
36733,96491.73190751528
36734,11571.635897881522
36735,11622.706050492694
36736,61912.42072342421
36737,73222.74404915898
36738,6901.864541405406
36739,13960.8590700327
36740,61593.18076421991
36741,31358.813277684487
36742,92792.56198329541
36743,62998.77215069595
36744,130103.5259680544
36745,26797.62423355712
36746,34166.7685509126
36747,49613.130848365436
36748,20097.107803516643
36749,39898.67616540422
36750,45657.96889555248
36751,76841.77207693768
36752,142504.3838828163
36753,49336.028825167414
36754,19262.891425116366
36755,46960.56220878523
36756,12627.942235462833
36757,75580.79323152867
36758,90652.40498033282
36759,52279.36739307185
36760,95780.80735468879
36761,33632.06700577788
36762,111985.15450122862
36763,7907.635011753491
36764,61805.60209538096
36765,42699.26902447402
36766,65940.06034569207
36767,63146.879045753085
36768,95441.05215748027
36769,29369.76653762633
36770,20801.95107926964
36771,96784.96597708219
36772,14580.894807003744
36773,111963.38459769137
36774,128078.63861893867
36775,19343.801092287234
36776,93098.30267795608
36777,79283.45245997145
36778,57400.548789389984
36779,48353.97244080541
36780,29847.660751421492
36781,43208.048875153756
36782,155928.05842284748
36783,18078.039734411614
36784,73864.59801549808
36785,10273.123157518366
36786,24740.796786920786
36787,134001.78716480196
36788,13048.563987620548
36789,14339.077739674363
36790,60900.195491899285
36791,53317.131971038776
36792,85213.71311478558
36793,79952.30531950429
36794,18550.401292922765
36795,138286.9103480577
36796,108139.7179761232
36797,94517.27872097908
36798,59058.349497313415
36799,96309.19348342744
36800,8443.948936947665
36801,28710.452290745958
36802,55236.49625547346
36803,141026.25057416072
36804,134995.97276635052
36805,155686.34704233627
36806,70123.28633587432
36807,34234.80426499254
36808,37495.56719963296
36809,82066.77780529742
36810,105707.1538991938
36811,63599.936184510356
36812,27001.527535559497
36813,25107.843123548377
36814,96241.9598075386
36815,19693.29474834725
36816,28448.853958131596
36817,58897.28113769756
36818,72007.39101401813
36819,38729.63279247724
36820,33604.00572142547
36821,99908.1892033302
36822,58628.86375855317
36823,57481.715868429055
36824,12998.460657235557
36825,55424.87540389471
36826,85158.96502892829
36827,88779.0627454519
36828,72689.70190660021
36829,100084.19689469076
36830,6786.555211792241
36831,48140.45165875532
36832,89219.95450825633
36833,95792.48096166768
36834,29808.900989440706
36835,94482.85049283825
36836,71946.60848114819
36837,104906.50100354738
36838,81012.36807837048
36839,50610.376968878416
36840,53838.71280012146
36841,65284.39601107336
36842,76929.6605789755
36843,51359.20085237808
36844,63275.029714311735
36845,77167.21700142289
36846,103671.59957676461
36847,30598.694534669638
36848,78387.8440161059
36849,47677.39241340431
36850,82592.42728095404
36851,115245.69455533149
36852,16197.789922947284
36853,28707.005108037956
36854,24143.141787952933
36855,35032.75528246116
36856,61142.14973082092
36857,75725.08161178062
36858,65715.3862660854
36859,43210.84982127411
36860,110613.83976035878
36861,29049.670576424473
36862,7418.101167759048
36863,8090.768448047991
36864,86364.43007024874
36865,103527.28294432563
36866,9491.442699591058
36867,67798.54748721821
36868,75106.368931751
36869,110631.09732007099
36870,75257.93829600446
36871,19398.870259145915
36872,90736.60568597743
36873,32978.43362508841
36874,50368.78064339542
36875,9418.46091916068
36876,90486.5040008738
36877,84537.35799909514
36878,73037.61159114783
36879,70482.0233294338
36880,31158.649006684496
36881,34901.57325372621
36882,126665.43193056517
36883,49514.86611476754
36884,41503.59234098346
36885,10817.922757710163
36886,48481.54407385078
36887,76749.59740211838
36888,26553.68733696157
36889,58714.93093483447
36890,111934.22880803302
36891,72048.1782271832
36892,56700.48865975795
36893,43626.47741249152
36894,67079.89397765789
36895,186392.05225823156
36896,30479.042460112058
36897,45412.03965371304
36898,23587.3249895057
36899,53062.29307981711
36900,2089.879528928832
36901,70419.60617591487
36902,41891.18980199366
36903,88249.59593925391
36904,135139.83698535766
36905,25923.10864542957
36906,105854.96714644507
36907,97995.00167123514
36908,7430.701383295499
36909,76806.2685430745
36910,107605.06613803274
36911,25929.687387047292
36912,109094.98230996095
36913,101544.65805210109
36914,25764.168445564672
36915,83757.98165607062
36916,28102.936970198432
36917,48750.085416072485
36918,76196.25671243848
36919,59301.79586461007
36920,21013.218692324313
36921,36456.04076668847
36922,28932.159670092045
36923,68487.68189365439
36924,60857.22007048307
36925,24472.54115436854
36926,118214.87114488555
36927,8263.079057111
36928,16244.261742333492
36929,72091.00176861411
36930,59467.25855156504
36931,40060.12492074568
36932,69909.35124684569
36933,108941.33619576412
36934,36444.96969286061
36935,33603.93253904303
36936,21301.359213302072
36937,20273.97434001295
36938,7456.7410206367995
36939,73464.14062963378
36940,53252.06801208033
36941,17539.83382998117
36942,66002.1092371806
36943,89009.93608137575
36944,28531.695070697602
36945,15553.400224052162
36946,88219.4929995487
36947,56295.99187635461
36948,48280.93915328525
36949,58312.14821798563
36950,103143.34677153279
36951,65233.57056040025
36952,76144.5917925843
36953,89143.23183597041
36954,82476.96567404944
36955,21238.787441484445
36956,16066.827265375054
36957,49440.73480251941
36958,37376.46470384813
36959,46999.846327294596
36960,33808.38165886481
36961,85791.36515557472
36962,51533.18106501566
36963,48180.87731376388
36964,8476.776957059923
36965,135950.1166298206
36966,17864.33645255243
36967,20491.125198001373
36968,125209.0847899801
36969,6616.329312812666
36970,19841.59240362875
36971,140010.6828863293
36972,65180.13640423524
36973,14668.03216960721
36974,39790.06390561414
36975,98897.12059257494
36976,66836.51379405647
36977,66660.65240563835
36978,77147.01717893603
36979,60620.51784940973
36980,31836.155699295075
36981,11956.876239064692
36982,126590.33059501852
36983,6648.407878848234
36984,59613.571489284
36985,74800.19743822444
36986,69602.29489698741
36987,2922.988476555946
36988,37219.24282343747
36989,80316.29254220228
36990,28816.287346720892
36991,83336.53276688975
36992,10712.984973908027
36993,9890.823499328777
36994,24676.863789134695
36995,80432.10196415114
36996,84793.87856745043
36997,10563.572229804806
36998,18029.27559267965
36999,83608.30657983635
37000,60675.835243048205
37001,61703.573656767796
37002,44568.46602103866
37003,21106.527278727186
37004,15476.897675192495
37005,107494.9435208308
37006,83822.85990576199
37007,95339.17207524879
37008,27219.13600137398
37009,26253.405051721802
37010,107676.4729195595
37011,31903.7113134812
37012,30715.289617020448
37013,114503.17098730431
37014,70660.25670239258
37015,99166.41183553472
37016,30383.07459706115
37017,27570.811505891143
37018,79832.48184308036
37019,33313.61850528025
37020,25235.360636562506
37021,54520.18461160232
37022,55071.906679352316
37023,86603.19695450427
37024,112398.04625834506
37025,91064.54502900531
37026,15284.176651002233
37027,43756.82352533171
37028,29839.924275568923
37029,23342.291765076094
37030,30639.371246949213
37031,116871.71211947419
37032,118623.9215748476
37033,46925.39864898019
37034,108610.13727657133
37035,81279.63679136598
37036,60939.93279491657
37037,107279.36956839556
37038,80776.48216329319
37039,99468.20637413491
37040,5216.975983638029
37041,57885.11162850692
37042,37436.556055627465
37043,69729.42158376127
37044,67383.63736604669
37045,12620.653078985591
37046,71693.61949794661
37047,127531.3868168225
37048,12739.78720047614
37049,9390.85084116467
37050,54935.61796988196
37051,34437.87396975546
37052,117695.96488788733
37053,61183.53139695977
37054,37549.30055456634
37055,65066.869671240755
37056,11641.188529801266
37057,24320.88127131052
37058,74242.0865207645
37059,55509.8538260052
37060,13532.714391426474
37061,69601.38374788618
37062,93633.76493928062
37063,35287.16288451557
37064,111314.51705050659
37065,14561.17935119153
37066,63470.95971063317
37067,49753.1789950207
37068,16961.32454993522
37069,81217.9604055298
37070,3351.748729312341
37071,69832.23350628615
37072,12507.926737404667
37073,45146.7097893771
37074,12247.087920062153
37075,147107.49597754332
37076,57746.30566860267
37077,50026.44144884658
37078,53681.81034917539
37079,26558.624818354983
37080,77749.50665329985
37081,50959.341927581365
37082,51448.90307554148
37083,72194.48998315552
37084,8815.734897176817
37085,56446.19872776
37086,66268.43585599518
37087,40227.505781351196
37088,85787.64489283403
37089,147646.64690954992
37090,15861.846156894837
37091,60897.19961536103
37092,20873.435954137636
37093,9143.826351437598
37094,124067.7244144694
37095,44139.07982550607
37096,53575.2644708289
37097,10123.252440037315
37098,16835.542068641935
37099,82968.01157592668
37100,105857.81887411256
37101,106440.9788938851
37102,30098.62674078791
37103,9108.404250927864
37104,27869.726782035796
37105,99001.50077145542
37106,45408.65525545086
37107,100152.18709349321
37108,58289.14757084918
37109,109642.76044490734
37110,48677.00399307361
37111,140530.34376476172
37112,8972.648078113301
37113,71213.59064401695
37114,38149.01877036157
37115,49705.779768607594
37116,7650.994545757492
37117,106093.13340797395
37118,54418.39073346348
37119,18873.687078004492
37120,23338.907094968894
37121,152137.28105559316
37122,186731.83371437993
37123,100007.46093732954
37124,59785.10698805125
37125,73851.74742649696
37126,126945.64345037336
37127,48060.54024182117
37128,89414.74579501868
37129,57903.704829286165
37130,30884.092791540854
37131,84947.96966844206
37132,18524.347520073017
37133,12744.855251475827
37134,90395.55131377223
37135,78543.39894413747
37136,104428.42218744836
37137,68215.79420463655
37138,75669.01371433496
37139,30312.650799076626
37140,66845.92606397723
37141,123373.95593686285
37142,54497.15925861723
37143,29709.92229398409
37144,54306.6510899699
37145,55090.723329572684
37146,17739.27221822821
37147,49098.65655515636
37148,68263.95736861101
37149,24377.581544104716
37150,39173.30178169975
37151,63305.08269869066
37152,41114.00157954787
37153,65533.41355899974
37154,76742.58992586247
37155,87780.04694022101
37156,31782.83537326504
37157,12413.35507978307
37158,45517.74714152449
37159,139809.36297456519
37160,162710.1678699317
37161,32799.086106321214
37162,67552.82346582031
37163,132058.05448139977
37164,35925.86842610254
37165,37681.18468632932
37166,42631.547682690536
37167,17938.49473368325
37168,23221.163128098422
37169,8799.948720256032
37170,98275.6788141298
37171,6974.281765972037
37172,17276.094778530878
37173,56772.531133217126
37174,126276.17351665355
37175,112678.93145681664
37176,34375.59877727244
37177,87250.501840751
37178,67963.18784781655
37179,51483.55745985244
37180,81080.64700246013
37181,17553.292767930303
37182,82419.31578488283
37183,59075.73856319406
37184,73150.15913151903
37185,59487.75239667345
37186,103235.94221871092
37187,46725.81784117535
37188,19282.661782761334
37189,91084.21371498528
37190,16335.809179156424
37191,11769.409584995903
37192,18810.020786262412
37193,46321.480541166304
37194,61351.14152546634
37195,39975.94854692322
37196,75233.35069891803
37197,23386.293095906287
37198,22841.02372687173
37199,103468.25418504245
37200,20214.503096469678
37201,143120.70727787484
37202,64651.56300014068
37203,54342.30401467978
37204,90546.36088512429
37205,5602.693569017403
37206,115066.73673872839
37207,93846.77370897369
37208,75809.31939908491
37209,83422.98171323027
37210,90306.14366845827
37211,67272.2783012758
37212,10671.912756276666
37213,103220.319471112
37214,76354.54404967777
37215,98093.45402030469
37216,18793.812474620452
37217,40004.608764493125
37218,19280.48061379881
37219,101440.42067338449
37220,46457.563698600214
37221,9617.358424050526
37222,35924.40419022425
37223,44950.0723537164
37224,47340.175500227146
37225,9727.85841202026
37226,39013.60489111237
37227,10335.607575094435
37228,73586.75784275109
37229,84487.1466583476
37230,21091.21531411626
37231,128975.30846738258
37232,89382.70258603714
37233,105154.11875827056
37234,39304.72413971471
37235,8020.223206137905
37236,59340.417419726764
37237,69866.7852870212
37238,49979.97090151138
37239,7051.9153942586745
37240,36146.55487595202
37241,27480.676988310646
37242,24159.684809191345
37243,72098.46607131761
37244,86554.15079043173
37245,7407.218033768474
37246,37099.116369138086
37247,85511.36627539614
37248,101718.0974744973
37249,56469.82868607567
37250,98435.0747929576
37251,98194.42121603162
37252,13382.294835912713
37253,51951.01948529146
37254,145935.9270089032
37255,156687.15981912558
37256,44314.15240859978
37257,38791.90489897179
37258,171341.40649352182
37259,7976.177925937341
37260,86559.24844388937
37261,27561.36359624612
37262,42323.07028115079
37263,91565.68935368747
37264,58922.44492925653
37265,31053.480601489508
37266,84629.74966683285
37267,28410.277311518563
37268,31797.121099203036
37269,47375.109568570864
37270,62810.39767510907
37271,88296.30508031779
37272,29582.800335642904
37273,17261.56170726982
37274,136972.2487388288
37275,57523.788870325225
37276,18693.99227475781
37277,74663.02052814317
37278,98908.7458735168
37279,61943.364107536996
37280,19106.271344620676
37281,20270.7505472206
37282,36334.8692272529
37283,158839.43826152987
37284,79521.25391480661
37285,17103.95913139784
37286,159809.5060339309
37287,27670.413957069693
37288,62987.72726946326
37289,123011.6487135335
37290,23109.273352850374
37291,65221.81929984826
37292,56270.34447209768
37293,35028.29262199013
37294,10357.035019178282
37295,42040.772571355694
37296,33410.014655203355
37297,143787.8004297984
37298,111123.97933278415
37299,13764.103605815748
37300,104493.49186116991
37301,28243.291905792914
37302,63937.72200302073
37303,142829.49423216158
37304,23258.997032968306
37305,50150.72809365087
37306,120137.97059685322
37307,62577.80654786551
37308,17795.627667354398
37309,71694.6120745505
37310,42487.249397284504
37311,85239.29672243496
37312,105829.69367070524
37313,19076.548373609337
37314,52310.39171673529
37315,18006.888906560765
37316,60664.12059114851
37317,7862.94104270637
37318,24615.888351200585
37319,46031.89156125821
37320,12851.685376831367
37321,7270.675310639294
37322,5660.615781040674
37323,12942.19874782386
37324,34597.310580316465
37325,83189.55546505738
37326,82281.86276247705
37327,68144.69565916203
37328,2119.701081304035
37329,43125.28843542137
37330,15528.355838742309
37331,68743.31895501382
37332,126647.20454865183
37333,153563.11198576094
37334,98094.64889195957
37335,90752.99682921874
37336,63929.26836957921
37337,46678.704869160785
37338,5127.148858644141
37339,3560.832961231779
37340,18779.383472818925
37341,12520.991162823646
37342,36828.797036314594
37343,18252.062106459463
37344,91807.2127567877
37345,75697.36135867207
37346,71264.69773769032
37347,47768.32922025815
37348,31649.847552874824
37349,33032.075593805224
37350,117433.80783354567
37351,36304.313937620944
37352,89815.53394008061
37353,4393.132661504042
37354,17516.289094475338
37355,19005.70687445661
37356,96451.38335757493
37357,21869.397949115053
37358,74308.98016678198
37359,24653.547207466516
37360,9033.565177708324
37361,63237.01985134729
37362,17452.97682891027
37363,102781.76034603521
37364,115650.4646955703
37365,39951.048055492996
37366,15104.588028681983
37367,43283.74278535875
37368,145256.74485862546
37369,82293.8641946898
37370,10069.11684440293
37371,77500.80471167431
37372,10196.644915378924
37373,112724.1945691445
37374,83980.99700871998
37375,21647.53729212147
37376,75305.3465865776
37377,91661.6946585654
37378,40273.20376960864
37379,41963.248391248824
37380,69155.63223904114
37381,25537.62745309461
37382,88486.65149387822
37383,48870.2898702602
37384,131951.64913088334
37385,34439.047178318375
37386,51550.92809504809
37387,23502.63029095145
37388,125411.7346642044
37389,78240.70062491923
37390,28103.368248098148
37391,91707.88551390971
37392,33017.41942596198
37393,73059.51652977311
37394,3506.0440178045437
37395,96069.51572923428
37396,7020.661465684498
37397,26367.97623379701
37398,96716.49845273726
37399,56602.08358527614
37400,29235.5949304108
37401,17897.84305496679
37402,100643.21206809141
37403,19378.19675039232
37404,15129.082004134933
37405,58171.166622789344
37406,54906.77690502452
37407,17797.732835731847
37408,11032.928873472154
37409,52583.88604659397
37410,43949.73391915575
37411,97453.32526596842
37412,106431.59517954724
37413,37098.58566057449
37414,14061.077742829544
37415,117258.84078606719
37416,101969.42506505486
37417,51513.17022847644
37418,55093.78520375561
37419,20995.696832911988
37420,89121.31540132695
37421,62822.61346915749
37422,24668.826443786456
37423,119115.29429847341
37424,76854.41819730395
37425,94568.19373442461
37426,10365.598588684139
37427,10852.96226218326
37428,80426.95046744173
37429,100786.29728821699
37430,24013.297731675164
37431,26649.068056956017
37432,114255.97458144143
37433,10269.114389427337
37434,37837.55338621427
37435,13696.84728070465
37436,106778.89684832701
37437,56843.58887643342
37438,69688.01902039036
37439,40529.618721031366
37440,11515.398191042852
37441,2241.286503821475
37442,30157.195264064216
37443,16493.364945632886
37444,125480.24112165529
37445,102840.65810290982
37446,23499.404638306958
37447,66693.9835063729
37448,30780.59344962711
37449,34604.99223666164
37450,83962.73455793824
37451,9871.753793663023
37452,109285.54997383397
37453,26834.821473912023
37454,53759.90585266522
37455,42645.719202764405
37456,153314.63680931702
37457,106156.41167733283
37458,65963.85249386284
37459,111872.10179799184
37460,13300.525952502918
37461,24327.01302647002
37462,46932.743236881266
37463,43427.955778226155
37464,34271.42047422817
37465,112320.90269498691
37466,17197.313576257442
37467,48144.27686317787
37468,84340.38674577425
37469,60553.99289419756
37470,59586.96925300907
37471,80073.27212467832
37472,56548.89776330342
37473,13751.48699403594
37474,14336.099444052712
37475,113195.98293438087
37476,18009.11667981957
37477,44221.04349070414
37478,47696.39408819934
37479,52020.64123121702
37480,60819.208035754964
37481,13790.0808954007
37482,16530.72458364231
37483,139252.7399646723
37484,71061.32597553146
37485,37212.94897086183
37486,145516.99604455524
37487,20996.893357598703
37488,74621.61325975093
37489,62318.961958088
37490,126604.0266562077
37491,21324.421834074077
37492,56846.81676885308
37493,17535.051366929365
37494,22282.090015916958
37495,15164.68942794682
37496,72560.25768160581
37497,37886.22371825652
37498,112780.71828714629
37499,10234.818393910506
37500,61314.035470192815
37501,36239.43129164596
37502,11596.849961916492
37503,74943.40404622699
37504,24701.382305680258
37505,87715.28118883363
37506,50143.59328714636
37507,125679.3603972132
37508,15399.810416606886
37509,59710.79661373647
37510,13296.53867232017
37511,21450.20571977081
37512,22619.304195457167
37513,88683.91470274696
37514,52851.940513659465
37515,136385.19001878734
37516,36191.33116835561
37517,59574.97684572758
37518,108608.4046552533
37519,28909.653016743938
37520,78868.87609968512
37521,61641.23702545154
37522,43921.47049518613
37523,36411.14480589177
37524,74312.4413761473
37525,43756.040431632966
37526,22418.74220911283
37527,82221.71440581547
37528,69340.52903391575
37529,116449.65016785926
37530,29298.403589459765
37531,11600.628873241669
37532,83531.52625230842
37533,39331.55817455275
37534,25025.73932667871
37535,74803.7320657733
37536,12399.168786961432
37537,83497.27478132297
37538,63126.23195239176
37539,5522.958789765104
37540,20758.342330562526
37541,11507.223732670194
37542,61030.245485930536
37543,44998.06602177913
37544,24720.96933194123
37545,15669.27928006612
37546,16976.31244354364
37547,119281.93786895287
37548,47052.40811735721
37549,11611.212320316818
37550,50288.185339504045
37551,43461.99772582826
37552,18054.809499956446
37553,11837.857641603136
37554,10321.13310126015
37555,76683.64785446442
37556,70761.8315122825
37557,24830.554835301587
37558,102215.10862469628
37559,14987.608495722783
37560,15513.633422101428
37561,45020.167356457605
37562,84889.01016995053
37563,12555.79880710115
37564,78243.88109608385
37565,39786.82226174893
37566,4079.56169769535
37567,77831.0797848505
37568,77557.5586903287
37569,11790.140910247886
37570,52439.79947873366
37571,49137.311607512085
37572,55436.27507491297
37573,57890.43777409857
37574,51097.69513731794
37575,87824.90128744235
37576,65945.5186262055
37577,42983.82454996003
37578,112881.76137299242
37579,41154.56533438836
37580,30948.868623283775
37581,18069.574683107865
37582,101361.97709513392
37583,134419.10682052153
37584,27862.237127378372
37585,52054.301350947964
37586,61809.58538308216
37587,105067.3511223599
37588,26388.98838918354
37589,83469.76210780597
37590,13071.721976674906
37591,99883.49081290078
37592,121591.03924834209
37593,74999.29986100845
37594,52446.01009768103
37595,117635.8933862543
37596,11893.801487984354
37597,12224.035791946955
37598,51287.91806459794
37599,113129.03238748136
